Delta ID,Latitude,Longitude,Tidal range (m),Permafrost classification with ice content,Distance to nearest community (m),Canadian geographic name,Language spoken,Name of region in original language,Community type,Province
A9_R110,68.934643,-104.453889,0.69,Continuous permafrost with high to medium ground ice content (10% to >20%),31189.07246,Cambridge Bay,Undetermined, ,Hamlet,Nunavut
A9_R111,68.830723,-103.488818,0.72,Continuous permafrost with high to medium ground ice content (10% to >20%),70163.63738,Cambridge Bay,Undetermined, ,Hamlet,Nunavut
A9_R114,68.674337,-113.414742,0.46,Continuous permafrost with high to medium ground ice content (10% to >20%),117300.6802,Kugluktuk,"Inuinnaqtun, Western Canadian Inuktitut", ,Hamlet,Nunavut
A13_S1,81.156641,-92.999884,0.38,Continuous permafrost with low ground ice content (<10%),570951.2767,Grise Fiord,Undetermined, ,Hamlet,Nunavut
A13_S2,81.308582,-94.263506,0.38,Continuous permafrost with low ground ice content (<10%),596161.7634,Grise Fiord,Undetermined, ,Hamlet,Nunavut
A13_S3,81.215617,-94.173179,0.38,Continuous permafrost with low ground ice content (<10%),586403.707,Grise Fiord,Undetermined, ,Hamlet,Nunavut
A13_S9,80.550361,-93.813976,0.39,Continuous permafrost with low ground ice content (<10%),519818.3626,Grise Fiord,Undetermined, ,Hamlet,Nunavut
A13_S11,80.242822,-95.194385,0.36,Continuous permafrost with low ground ice content (<10%),507292.6216,Grise Fiord,Undetermined, ,Hamlet,Nunavut
A13_S12,79.725678,-94.539041,0.5,Continuous permafrost with low ground ice content (<10%),455096.3931,Grise Fiord,Undetermined, ,Hamlet,Nunavut
A13_S13,79.73589,-94.524249,0.5,Continuous permafrost with low ground ice content (<10%),455750.7419,Grise Fiord,Undetermined, ,Hamlet,Nunavut
A13_S14,79.76416,-94.331755,0.5,Continuous permafrost with low ground ice content (<10%),455598.2869,Grise Fiord,Undetermined, ,Hamlet,Nunavut
A13_S15,79.778016,-94.249945,0.5,Continuous permafrost with low ground ice content (<10%),455713.0849,Grise Fiord,Undetermined, ,Hamlet,Nunavut
A15_H3,78.888253,-84.864781,1.01,Continuous permafrost with medium ground ice content (10% to 20%),279870.2829,Grise Fiord,Undetermined, ,Hamlet,Nunavut
A15_H4,79.195239,-84.067115,0.77,Continuous permafrost with medium ground ice content (10% to 20%),311420.2583,Grise Fiord,Undetermined, ,Hamlet,Nunavut
A15_H5,79.286856,-84.400488,0.77,Continuous permafrost with medium ground ice content (10% to 20%),322355.9237,Grise Fiord,Undetermined, ,Hamlet,Nunavut
A15_H11,79.520664,-84.931254,0.64,Continuous permafrost with medium ground ice content (10% to 20%),349714.7172,Grise Fiord,Undetermined, ,Hamlet,Nunavut
A15_H12,79.988212,-85.95252,0.31,Continuous permafrost with medium ground ice content (10% to 20%),404673.6396,Grise Fiord,Undetermined, ,Hamlet,Nunavut
A15_H13,79.937912,-81.362519,0.26,Continuous permafrost with medium ground ice content (10% to 20%),394660.8299,Grise Fiord,Undetermined, ,Hamlet,Nunavut
A15_H14,80.48183,-80.280399,0.26,Continuous permafrost with medium ground ice content (10% to 20%),457505.2733,Grise Fiord,Undetermined, ,Hamlet,Nunavut
A15_H17,80.800787,-78.192712,0.26,Continuous permafrost with medium ground ice content (10% to 20%),499956.6186,Grise Fiord,Undetermined, ,Hamlet,Nunavut
A15_H18,80.831322,-77.50455,0.26,Continuous permafrost with medium ground ice content (10% to 20%),506471.8217,Grise Fiord,Undetermined, ,Hamlet,Nunavut
A15_H19,80.911586,-77.399124,0.26,Continuous permafrost with medium ground ice content (10% to 20%),515599.6201,Grise Fiord,Undetermined, ,Hamlet,Nunavut
A15_H20,81.121072,-79.228344,0.27,Continuous permafrost with medium ground ice content (10% to 20%),531010.181,Grise Fiord,Undetermined, ,Hamlet,Nunavut
A15_H21,81.113661,-79.186354,0.27,Continuous permafrost with medium ground ice content (10% to 20%),530328.5656,Grise Fiord,Undetermined, ,Hamlet,Nunavut
A15_H22,80.934093,-79.29731,0.26,Continuous permafrost with medium ground ice content (10% to 20%),510263.9425,Grise Fiord,Undetermined, ,Hamlet,Nunavut
A15_H23,80.74386,-82.056623,0.25,Continuous permafrost with medium ground ice content (10% to 20%),483470.1644,Grise Fiord,Undetermined, ,Hamlet,Nunavut
A15_H26,80.604314,-85.58347,0.25,Continuous permafrost with medium ground ice content (10% to 20%),471226.2894,Grise Fiord,Undetermined, ,Hamlet,Nunavut
A15_H27,80.639197,-86.63491,0.25,Continuous permafrost with medium ground ice content (10% to 20%),478455.544,Grise Fiord,Undetermined, ,Hamlet,Nunavut
A15_H28,80.673083,-86.583755,0.25,Continuous permafrost with medium ground ice content (10% to 20%),481972.5345,Grise Fiord,Undetermined, ,Hamlet,Nunavut
A15_H29,80.962396,-85.662949,0.29,Continuous permafrost with medium ground ice content (10% to 20%),510991.4988,Grise Fiord,Undetermined, ,Hamlet,Nunavut
A15_H30,81.031314,-84.619852,0.29,Continuous permafrost with medium ground ice content (10% to 20%),516542.0604,Grise Fiord,Undetermined, ,Hamlet,Nunavut
A15_H31,81.024717,-84.826763,0.29,Continuous permafrost with medium ground ice content (10% to 20%),516143.428,Grise Fiord,Undetermined, ,Hamlet,Nunavut
A15_H32,81.117771,-83.118182,0.29,Continuous permafrost with medium ground ice content (10% to 20%),524900.9781,Grise Fiord,Undetermined, ,Hamlet,Nunavut
A15_H33,81.126269,-83.496105,0.29,Continuous permafrost with medium ground ice content (10% to 20%),525983.5627,Grise Fiord,Undetermined, ,Hamlet,Nunavut
A15_H34,81.090756,-84.18344,0.29,Continuous permafrost with medium ground ice content (10% to 20%),522583.8328,Grise Fiord,Undetermined, ,Hamlet,Nunavut
A15_H35,81.054777,-85.2689,0.29,Continuous permafrost with medium ground ice content (10% to 20%),520318.2676,Grise Fiord,Undetermined, ,Hamlet,Nunavut
A15_H36,80.972888,-86.069125,0.25,Continuous permafrost with medium ground ice content (10% to 20%),513233.3879,Grise Fiord,Undetermined, ,Hamlet,Nunavut
A15_H37,80.822193,-86.594146,0.25,Continuous permafrost with medium ground ice content (10% to 20%),498331.1404,Grise Fiord,Undetermined, ,Hamlet,Nunavut
A15_H38,80.689374,-87.031383,0.25,Continuous permafrost with medium ground ice content (10% to 20%),485467.383,Grise Fiord,Undetermined, ,Hamlet,Nunavut
A15_H39,80.681084,-87.958362,0.26,Continuous permafrost with medium ground ice content (10% to 20%),488719.906,Grise Fiord,Undetermined, ,Hamlet,Nunavut
A15_H40,80.965077,-88.892483,0.28,Continuous permafrost with medium ground ice content (10% to 20%),523864.5828,Grise Fiord,Undetermined, ,Hamlet,Nunavut
A15_H41,80.997401,-86.724215,0.29,Continuous permafrost with medium ground ice content (10% to 20%),517968.9433,Grise Fiord,Undetermined, ,Hamlet,Nunavut
A15_H42,81.092633,-85.895836,0.29,Continuous permafrost with medium ground ice content (10% to 20%),525970.8484,Grise Fiord,Undetermined, ,Hamlet,Nunavut
A15_H43,81.277163,-84.66094,0.29,Continuous permafrost with medium ground ice content (10% to 20%),543953.6792,Grise Fiord,Undetermined, ,Hamlet,Nunavut
A15_H44,81.231208,-85.814943,0.29,Continuous permafrost with medium ground ice content (10% to 20%),541078.0411,Grise Fiord,Undetermined, ,Hamlet,Nunavut
A15_H45,81.252327,-85.612405,0.29,Continuous permafrost with medium ground ice content (10% to 20%),542944.2477,Grise Fiord,Undetermined, ,Hamlet,Nunavut
A15_H46,81.132638,-86.32344,0.29,Continuous permafrost with medium ground ice content (10% to 20%),531557.5239,Grise Fiord,Undetermined, ,Hamlet,Nunavut
A15_H47,81.239104,-89.048877,0.3,Continuous permafrost with medium ground ice content (10% to 20%),553896.1207,Grise Fiord,Undetermined, ,Hamlet,Nunavut
A15_H48,81.248507,-88.872551,0.3,Continuous permafrost with medium ground ice content (10% to 20%),554041.6878,Grise Fiord,Undetermined, ,Hamlet,Nunavut
A15_H49,81.252531,-89.033878,0.3,Continuous permafrost with medium ground ice content (10% to 20%),555256.7987,Grise Fiord,Undetermined, ,Hamlet,Nunavut
A15_H50,81.295723,-89.728328,0.3,Continuous permafrost with medium ground ice content (10% to 20%),563426.3864,Grise Fiord,Undetermined, ,Hamlet,Nunavut
A15_H51,81.447452,-88.737798,0.3,Continuous permafrost with medium ground ice content (10% to 20%),574782.165,Grise Fiord,Undetermined, ,Hamlet,Nunavut
A15_H52,81.353795,-89.566057,0.3,Continuous permafrost with medium ground ice content (10% to 20%),568732.1292,Grise Fiord,Undetermined, ,Hamlet,Nunavut
A15_H53,81.510737,-87.961604,0.31,Continuous permafrost with medium ground ice content (10% to 20%),578441.1017,Grise Fiord,Undetermined, ,Hamlet,Nunavut
A15_H54,81.501231,-87.237156,0.29,Continuous permafrost with medium ground ice content (10% to 20%),574847.0491,Grise Fiord,Undetermined, ,Hamlet,Nunavut
A15_H55,81.529367,-87.643962,0.31,Continuous permafrost with medium ground ice content (10% to 20%),579306.1374,Grise Fiord,Undetermined, ,Hamlet,Nunavut
A15_H56,81.577009,-88.184204,0.31,Continuous permafrost with medium ground ice content (10% to 20%),586489.9825,Grise Fiord,Undetermined, ,Hamlet,Nunavut
A15_H57,79.515925,-86.079635,0.54,Continuous permafrost with medium ground ice content (10% to 20%),353737.0398,Grise Fiord,Undetermined, ,Hamlet,Nunavut
A15_H58,79.16042,-85.524082,0.8,Continuous permafrost with medium ground ice content (10% to 20%),312470.7904,Grise Fiord,Undetermined, ,Hamlet,Nunavut
A15_H59,78.960805,-86.974612,1.13,Continuous permafrost with medium ground ice content (10% to 20%),300007.5734,Grise Fiord,Undetermined, ,Hamlet,Nunavut
A16_D1,82.47138,-61.514268,0.87,Continuous permafrost with medium ground ice content (10% to 20%),794259.3099,Grise Fiord,Undetermined, ,Hamlet,Nunavut
A16_D11,80.061465,-72.290457,4.75,Continuous permafrost with low ground ice content (<10%),471523.7941,Grise Fiord,Undetermined, ,Hamlet,Nunavut
A16_D15,79.847471,-73.75185,5.16,Continuous permafrost with low ground ice content (<10%),435687.793,Grise Fiord,Undetermined, ,Hamlet,Nunavut
A16_D16,79.438794,-74.363442,5.05,Continuous permafrost with low ground ice content (<10%),390991.291,Grise Fiord,Undetermined, ,Hamlet,Nunavut
A16_D17,79.488185,-74.877318,5.11,Continuous permafrost with low ground ice content (<10%),389761.5954,Grise Fiord,Undetermined, ,Hamlet,Nunavut
A16_D18,79.34356,-76.207635,5.27,Continuous permafrost with medium ground ice content (10% to 20%),361927.19,Grise Fiord,Undetermined, ,Hamlet,Nunavut
A16_D19,78.632838,-82.654881,1.04,Continuous permafrost with medium ground ice content (10% to 20%),247482.4511,Grise Fiord,Undetermined, ,Hamlet,Nunavut
A16_D20,78.57784,-82.449815,1.04,Continuous permafrost with medium ground ice content (10% to 20%),241513.2649,Grise Fiord,Undetermined, ,Hamlet,Nunavut
A16_D21,78.724399,-82.189843,1.04,Continuous permafrost with medium ground ice content (10% to 20%),258191.0904,Grise Fiord,Undetermined, ,Hamlet,Nunavut
A16_D22,78.770876,-83.375983,1.04,Continuous permafrost with medium ground ice content (10% to 20%),263076.8268,Grise Fiord,Undetermined, ,Hamlet,Nunavut
A16_D23,78.850927,-84.145312,1.03,Continuous permafrost with medium ground ice content (10% to 20%),273386.8994,Grise Fiord,Undetermined, ,Hamlet,Nunavut
A16_D24,78.837824,-82.514558,1.04,Continuous permafrost with medium ground ice content (10% to 20%),270454.0648,Grise Fiord,Undetermined, ,Hamlet,Nunavut
A16_D25,78.841751,-81.734805,1.04,Continuous permafrost with medium ground ice content (10% to 20%),272147.8904,Grise Fiord,Undetermined, ,Hamlet,Nunavut
A16_D26,78.902413,-81.644292,1.04,Continuous permafrost with medium ground ice content (10% to 20%),279100.0978,Grise Fiord,Undetermined, ,Hamlet,Nunavut
A16_D27,78.888188,-81.631622,1.04,Continuous permafrost with medium ground ice content (10% to 20%),277555.3616,Grise Fiord,Undetermined, ,Hamlet,Nunavut
A16_D28,79.031448,-81.73227,1.04,Continuous permafrost with medium ground ice content (10% to 20%),293210.1299,Grise Fiord,Undetermined, ,Hamlet,Nunavut
A16_D29,78.915732,-82.171879,1.04,Continuous permafrost with medium ground ice content (10% to 20%),279528.7616,Grise Fiord,Undetermined, ,Hamlet,Nunavut
A16_D30,78.936233,-82.955555,1.04,Continuous permafrost with medium ground ice content (10% to 20%),281292.7,Grise Fiord,Undetermined, ,Hamlet,Nunavut
A16_D31,79.045018,-83.408032,0.77,Continuous permafrost with medium ground ice content (10% to 20%),293684.0845,Grise Fiord,Undetermined, ,Hamlet,Nunavut
A16_D32,79.645308,-81.707585,0.26,Continuous permafrost with medium ground ice content (10% to 20%),361491.0958,Grise Fiord,Undetermined, ,Hamlet,Nunavut
A16_D33,79.585745,-81.659694,0.26,Continuous permafrost with medium ground ice content (10% to 20%),354952.3475,Grise Fiord,Undetermined, ,Hamlet,Nunavut
A16_D34,79.569626,-80.665935,0.26,Continuous permafrost with medium ground ice content (10% to 20%),355737.6235,Grise Fiord,Undetermined, ,Hamlet,Nunavut
A16_D35,79.592038,-80.612967,0.26,Continuous permafrost with medium ground ice content (10% to 20%),358382.8095,Grise Fiord,Undetermined, ,Hamlet,Nunavut
A16_D36,79.65369,-79.797528,0.26,Continuous permafrost with medium ground ice content (10% to 20%),368319.3942,Grise Fiord,Undetermined, ,Hamlet,Nunavut
A16_D37,79.685115,-80.308131,0.26,Continuous permafrost with medium ground ice content (10% to 20%),369688.4796,Grise Fiord,Undetermined, ,Hamlet,Nunavut
A16_D38,79.688427,-81.048545,0.26,Continuous permafrost with medium ground ice content (10% to 20%),367717.6151,Grise Fiord,Undetermined, ,Hamlet,Nunavut
A16_D39,79.706274,-81.261571,0.26,Continuous permafrost with medium ground ice content (10% to 20%),369167.4593,Grise Fiord,Undetermined, ,Hamlet,Nunavut
A16_D40,79.651715,-80.790135,0.26,Continuous permafrost with medium ground ice content (10% to 20%),364393.0992,Grise Fiord,Undetermined, ,Hamlet,Nunavut
A16_D41,80.604667,-78.2968,0.26,Continuous permafrost with medium ground ice content (10% to 20%),478280.5699,Grise Fiord,Undetermined, ,Hamlet,Nunavut
A16_D42,80.944418,-75.697176,<Null>,Continuous permafrost with medium ground ice content (10% to 20%),528619.231,Grise Fiord,Undetermined, ,Hamlet,Nunavut
A16_D43,80.977287,-75.426039,<Null>,Continuous permafrost with medium ground ice content (10% to 20%),533761.3522,Grise Fiord,Undetermined, ,Hamlet,Nunavut
A16_D44,80.979121,-75.597583,<Null>,Continuous permafrost with medium ground ice content (10% to 20%),532862.9999,Grise Fiord,Undetermined, ,Hamlet,Nunavut
A18_D2,66.408595,-62.697756,3.09,Continuous permafrost with low ground ice content (<10%),138673.7304,Pangnirtung,Undetermined, ,Hamlet,Nunavut
A18_D3,66.330437,-62.871661,3.27,Continuous permafrost with low ground ice content (<10%),129570.6693,Pangnirtung,Undetermined, ,Hamlet,Nunavut
A18_D4,66.137931,-62.930099,3.93,Continuous permafrost with low ground ice content (<10%),125752.5167,Pangnirtung,Undetermined, ,Hamlet,Nunavut
A18_D7,65.873606,-63.518838,4.76,Continuous permafrost with low ground ice content (<10%),104161.5678,Pangnirtung,Undetermined, ,Hamlet,Nunavut
A18_D17,66.240324,-64.665271,6.39,Continuous permafrost with low ground ice content (<10%),48507.86778,Pangnirtung,Undetermined, ,Hamlet,Nunavut
A18_D19,66.381773,-65.493019,6.43,Continuous permafrost with low ground ice content (<10%),28285.46316,Pangnirtung,Undetermined, ,Hamlet,Nunavut
A18_D20,66.312303,-65.490465,6.43,Continuous permafrost with low ground ice content (<10%),21275.66752,Pangnirtung,Undetermined, ,Hamlet,Nunavut
A18_D23,66.185974,-65.610869,6.43,Continuous permafrost with low ground ice content (<10%),6604.392477,Pangnirtung,Undetermined, ,Hamlet,Nunavut
A18_D24,66.21203,-65.660745,6.43,Continuous permafrost with low ground ice content (<10%),7926.208006,Pangnirtung,Undetermined, ,Hamlet,Nunavut
A18_D30,66.441716,-67.429287,6.48,Continuous permafrost with low ground ice content (<10%),83764.02293,Pangnirtung,Undetermined, ,Hamlet,Nunavut
A19_D18,63.76051,-67.887888,12.11,Continuous permafrost with low ground ice content (<10%),31058.08076,Iqaluit,"Inuktitut, Eastern Canadian",ᐃᖃᓗᐃᑦ,City,Nunavut
A19_D21,63.686416,-68.254928,12.11,Continuous permafrost with low ground ice content (<10%),14751.35641,Iqaluit,"Inuktitut, Eastern Canadian",ᐃᖃᓗᐃᑦ,City,Nunavut
A19_D24,63.743527,-68.526907,12.11,Continuous permafrost with low ground ice content (<10%),882.085228,Iqaluit,"Inuktitut, Eastern Canadian",ᐃᖃᓗᐃᑦ,City,Nunavut
A19_D25,63.756032,-68.635292,12.11,Continuous permafrost with low ground ice content (<10%),5893.962203,Iqaluit,"Inuktitut, Eastern Canadian",ᐃᖃᓗᐃᑦ,City,Nunavut
NWA1_D3,78.322613,-110.840321,0.19,Continuous permafrost with medium ground ice content (10% to 20%),577727.7303,Resolute,Undetermined, ,Hamlet,Nunavut
NWA1_D4,78.296391,-110.638959,0.19,Continuous permafrost with medium ground ice content (10% to 20%),572322.1264,Resolute,Undetermined, ,Hamlet,Nunavut
NWA3_D2,73.008013,-110.593382,1.03,Continuous permafrost with high to medium ground ice content (10% to >20%),355141.1816,Ulukhaktok,"Inuinnaqtun, Western Canadian Inuktitut", ,Hamlet,Northwest Territories
NWA3_D3,72.42668,-110.265806,1.04,Continuous permafrost with low ground ice content (<10%),324733.7029,Ulukhaktok,"Inuinnaqtun, Western Canadian Inuktitut", ,Hamlet,Northwest Territories
NWA3_D4,72.73708,-111.379964,1.02,Continuous permafrost with high to medium ground ice content (10% to >20%),315692.2732,Ulukhaktok,"Inuinnaqtun, Western Canadian Inuktitut", ,Hamlet,Northwest Territories
NWA3_D5,72.633827,-114.487735,1.07,Continuous permafrost with high to medium ground ice content (10% to >20%),240949.8975,Ulukhaktok,"Inuinnaqtun, Western Canadian Inuktitut", ,Hamlet,Northwest Territories
NWA3_D6,72.730156,-114.341189,1.07,Continuous permafrost with high to medium ground ice content (10% to >20%),252693.6924,Ulukhaktok,"Inuinnaqtun, Western Canadian Inuktitut", ,Hamlet,Northwest Territories
NWA3_D8,73.294873,-114.138997,0.82,Continuous permafrost with high to medium ground ice content (10% to >20%),311604.4931,Ulukhaktok,"Inuinnaqtun, Western Canadian Inuktitut", ,Hamlet,Northwest Territories
NWA3_D9,73.270381,-114.095578,0.93,Continuous permafrost with high to medium ground ice content (10% to >20%),309745.1472,Ulukhaktok,"Inuinnaqtun, Western Canadian Inuktitut", ,Hamlet,Northwest Territories
NWA3_D12,73.091055,-116.303625,0.45,Continuous permafrost with high to medium ground ice content (10% to >20%),267586.6608,Ulukhaktok,"Inuinnaqtun, Western Canadian Inuktitut", ,Hamlet,Northwest Territories
NWA3_D13,71.653192,-118.120691,0.59,Continuous permafrost with high to medium ground ice content (10% to >20%),103036.1828,Ulukhaktok,"Inuinnaqtun, Western Canadian Inuktitut", ,Hamlet,Northwest Territories
NWA3_D14,71.681156,-117.912052,0.59,Continuous permafrost with high to medium ground ice content (10% to >20%),105510.0548,Ulukhaktok,"Inuinnaqtun, Western Canadian Inuktitut", ,Hamlet,Northwest Territories
NWA4_D2,70.630306,-116.571503,0.7,Continuous permafrost with low ground ice content (<10%),45897.28155,Ulukhaktok,"Inuinnaqtun, Western Canadian Inuktitut", ,Hamlet,Northwest Territories
A6_G1,72.929635,-124.451131,0.19,Continuous permafrost with high ground ice content (>20%),108605.3964,Sachs Harbour,Undetermined, ,Hamlet,Northwest Territories
A6_G4,72.277347,-125.477539,0.19,Continuous permafrost with high ground ice content (>20%),33351.41073,Sachs Harbour,Undetermined, ,Hamlet,Northwest Territories
A6_G5,72.077777,-125.669952,0.19,Continuous permafrost with high ground ice content (>20%),17662.90549,Sachs Harbour,Undetermined, ,Hamlet,Northwest Territories
A6_G6,71.545343,-123.741528,0.31,Continuous permafrost with high to medium ground ice content (10% to >20%),72141.27539,Sachs Harbour,Undetermined, ,Hamlet,Northwest Territories
A6_G7,71.422492,-123.567086,0.32,Continuous permafrost with high to medium ground ice content (10% to >20%),86280.05115,Sachs Harbour,Undetermined, ,Hamlet,Northwest Territories
A6_G10,71.441281,-121.818838,0.5,Continuous permafrost with high to medium ground ice content (10% to >20%),134725.1184,Sachs Harbour,Undetermined, ,Hamlet,Northwest Territories
A6_G11,71.500204,-121.82708,0.5,Continuous permafrost with high to medium ground ice content (10% to >20%),131455.1697,Sachs Harbour,Undetermined, ,Hamlet,Northwest Territories
A6_G12,71.476824,-121.670936,0.5,Continuous permafrost with high to medium ground ice content (10% to >20%),137573.806,Sachs Harbour,Undetermined, ,Hamlet,Northwest Territories
A6_G13,71.475633,-121.603138,0.5,Continuous permafrost with high to medium ground ice content (10% to >20%),139794.3989,Sachs Harbour,Undetermined, ,Hamlet,Northwest Territories
A6_G14,71.425497,-121.09532,0.51,Continuous permafrost with high to medium ground ice content (10% to >20%),142737.2906,Ulukhaktok,"Inuinnaqtun, Western Canadian Inuktitut", ,Hamlet,Northwest Territories
A6_G16,71.961155,-120.447749,0.5,Continuous permafrost with high to medium ground ice content (10% to >20%),165928.8069,Sachs Harbour,Undetermined, ,Hamlet,Northwest Territories
A6_G18,71.977773,-120.409615,0.5,Continuous permafrost with high to medium ground ice content (10% to >20%),167149.4117,Sachs Harbour,Undetermined, ,Hamlet,Northwest Territories
A6_G19,72.044821,-120.259249,0.48,Continuous permafrost with high to medium ground ice content (10% to >20%),170734.7014,Ulukhaktok,"Inuinnaqtun, Western Canadian Inuktitut", ,Hamlet,Northwest Territories
A6_G20,72.255536,-120.255156,0.48,Continuous permafrost with high to medium ground ice content (10% to >20%),173795.2925,Sachs Harbour,Undetermined, ,Hamlet,Northwest Territories
A6_G21,72.275222,-120.173155,0.48,Continuous permafrost with high to medium ground ice content (10% to >20%),176856.9405,Sachs Harbour,Undetermined, ,Hamlet,Northwest Territories
A6_G23,72.292125,-119.629996,0.42,Continuous permafrost with high to medium ground ice content (10% to >20%),185590.4272,Ulukhaktok,"Inuinnaqtun, Western Canadian Inuktitut", ,Hamlet,Northwest Territories
A6_G24,72.297615,-119.593963,0.42,Continuous permafrost with high to medium ground ice content (10% to >20%),185714.0877,Ulukhaktok,"Inuinnaqtun, Western Canadian Inuktitut", ,Hamlet,Northwest Territories
A7_I11,69.96085,-124.747402,0.4,Continuous permafrost with high ground ice content (>20%),73027.66008,Paulatuk,"Inuinnaqtun, Western Canadian Inuktitut", ,Hamlet,Northwest Territories
A7_I13,69.659501,-120.947301,0.57,Continuous permafrost with high to medium ground ice content (10% to >20%),126798.0597,Paulatuk,"Inuinnaqtun, Western Canadian Inuktitut", ,Hamlet,Northwest Territories
A7_I14,69.554655,-120.685372,0.57,Continuous permafrost with high to medium ground ice content (10% to >20%),134522.0711,Paulatuk,"Inuinnaqtun, Western Canadian Inuktitut", ,Hamlet,Northwest Territories
A8_J2,69.947643,-128.327589,0.57,Continuous permafrost with high ground ice content (>20%),178229.6627,Paulatuk,"Inuinnaqtun, Western Canadian Inuktitut", ,Hamlet,Northwest Territories
A8_J3,70.141907,-128.165613,0.52,Continuous permafrost with high ground ice content (>20%),181249.4004,Paulatuk,"Inuinnaqtun, Western Canadian Inuktitut", ,Hamlet,Northwest Territories
A8_J5,69.952366,-126.832683,0.39,Continuous permafrost with high ground ice content (>20%),126569.1426,Paulatuk,"Inuinnaqtun, Western Canadian Inuktitut", ,Hamlet,Northwest Territories
B2_NUV12,57.841031,-76.995473,0.94,Continuous permafrost with low ground ice content (<10%),93976.57488,Inukjuak,"Inuktitut, Eastern Canadian", ,Northern Village Municipality,Quebec
A3NUV_D9,61.070103,-70.930674,10.46,Continuous permafrost with low ground ice content (<10%),71098.76127,Quaqtaq,"Inuktitut, Eastern Canadian", ,Northern Village Municipality,Quebec
NUNATA1_D4,57.467382,-62.476917,2.46,Extensive discontinuous permafrost with low ground ice content (<10%),113451.3054,Nain,Undetermined, ,Community,Newfoundland and Labrador
NUNATA1_D5,57.496611,-62.529231,2.46,Extensive discontinuous permafrost with low ground ice content (<10%),117719.1031,Nain,Undetermined, ,Community,Newfoundland and Labrador
NUNATA1_D6,57.536143,-62.283904,2.44,Extensive discontinuous permafrost with low ground ice content (<10%),116502.4225,Nain,Undetermined, ,Community,Newfoundland and Labrador
NUNATA1_D8,57.265263,-61.900141,2.46,Extensive discontinuous permafrost with low ground ice content (<10%),81919.98482,Nain,Undetermined, ,Community,Newfoundland and Labrador
NUNATA1_D10,57.928367,-62.665312,2.3,Extensive discontinuous permafrost with low ground ice content (<10%),165218.9328,Nain,Undetermined, ,Community,Newfoundland and Labrador
NUNATA1_D17,58.500342,-63.30737,2.17,Continuous permafrost with low ground ice content (<10%),155015.1114,Kangiqsualujjuaq,"Inuktitut, Eastern Canadian", ,Northern Village Municipality,Quebec
NUNATA1_D21,59.01149,-63.745285,2.15,Continuous permafrost with low ground ice content (<10%),132414.6204,Kangiqsualujjuaq,"Inuktitut, Eastern Canadian", ,Northern Village Municipality,Quebec
NUNATA1_D22,58.98674,-63.901024,2.15,Continuous permafrost with low ground ice content (<10%),123054.2624,Kangiqsualujjuaq,"Inuktitut, Eastern Canadian", ,Northern Village Municipality,Quebec
NUNATA1_D23,58.954326,-63.875781,2.15,Continuous permafrost with low ground ice content (<10%),123579.3276,Kangiqsualujjuaq,"Inuktitut, Eastern Canadian", ,Northern Village Municipality,Quebec
NUNATA1_D24,59.021773,-64.049721,2.15,Continuous permafrost with low ground ice content (<10%),115978.3752,Kangiqsualujjuaq,"Inuktitut, Eastern Canadian", ,Northern Village Municipality,Quebec
NUNATA1_D25,59.028468,-63.537656,2.15,Continuous permafrost with low ground ice content (<10%),144430.0576,Kangiqsualujjuaq,"Inuktitut, Eastern Canadian", ,Northern Village Municipality,Quebec
NUNATA1_D26,59.215049,-63.62947,2.24,Continuous permafrost with low ground ice content (<10%),146102.3731,Kangiqsualujjuaq,"Inuktitut, Eastern Canadian", ,Northern Village Municipality,Quebec
NUNATA1_D27,59.207125,-63.59345,2.24,Continuous permafrost with low ground ice content (<10%),147663.0686,Kangiqsualujjuaq,"Inuktitut, Eastern Canadian", ,Northern Village Municipality,Quebec
NUNATA1_D28,59.360822,-63.752033,2.45,Continuous permafrost with low ground ice content (<10%),147074.051,Kangiqsualujjuaq,"Inuktitut, Eastern Canadian", ,Northern Village Municipality,Quebec
NUNATA1_D30,59.937296,-64.291088,2.97,Continuous permafrost with low ground ice content (<10%),168634.1666,Kangiqsualujjuaq,"Inuktitut, Eastern Canadian", ,Northern Village Municipality,Quebec
NUNATA1_D31,59.898504,-64.510204,2.97,Continuous permafrost with low ground ice content (<10%),158287.3271,Kangiqsualujjuaq,"Inuktitut, Eastern Canadian", ,Northern Village Municipality,Quebec
NUNATA1_D32,60.073978,-64.596351,3.84,Continuous permafrost with low ground ice content (<10%),172966.6789,Kangiqsualujjuaq,"Inuktitut, Eastern Canadian", ,Northern Village Municipality,Quebec
NUNATA1_D33,56.286058,-62.056039,2.46,Sporadic discontinuous permafrost with medium to low ground ice content (20% to <10%),34779.29693,Nain,Undetermined, ,Community,Newfoundland and Labrador
NUNATA1_D34,56.218793,-61.91231,2.46,Sporadic discontinuous permafrost with medium to low ground ice content (20% to <10%),37321.16282,Nain,Undetermined, ,Community,Newfoundland and Labrador
NUNATA1_D35,56.490541,-62.073461,2.47,Sporadic discontinuous permafrost with medium to low ground ice content (20% to <10%),22413.02897,Nain,Undetermined, ,Community,Newfoundland and Labrador
NUNATA2_D9,53.370304,-60.16355,2.24,Isolated patches with low ground ice content to nil ice content (<10% to 0%),16895.3333,Sheshatshiu Innu First Nation,Undetermined, ,First Nation Administrative Location,Newfoundland and Labrador
